YSTZ,YSHZ,SJLTZ,SJLHZ,第四季度营收变化,第四季度利润变化,市盈率,市净率,股价变动,市净率百分位,市盈率百分位,label
-26.81955694,-28.8026,-544.94,-1972.0252,0.014581713,7.658117832,-8.326530612,0.727127649,-0.123298885,0,0,1
17.19091432,-5.9468,160.95,11.6836,0.169395665,3.013124472,20.53703704,1.87267719,0.241219421,0.378910776,0.068945539,0
0.093069435,-17.5508,126.75,-81.7857,-0.250346438,-1.012833365,64.8125,2.773305847,0.055803355,0.342945417,0.228115345,0
8.876180697,12.6793,33.53,-79.6806,0.05345267,-0.494770208,52.42857143,2.524209941,0.07459565,0.493243243,0.33991684,0
-5.13085329,3.5933,21.43,-73.7761,0.095246175,0.063681117,72.25,1.533905867,0.048396405,0.034733022,0.411612234,0
-22.11142358,31.7999,17.93,-114.1878,-0.404315232,3.064669628,103,1.513617885,-0.237413623,0,0.690747155,1
-42.54477827,45.9874,-83.07,-74.8745,-0.362440547,-0.909517774,-11.08333333,0.943006938,0.039247025,0.071390231,0,0
-34.18103583,-26.022,-183.99,-1561.6822,-0.444310355,-6.145148045,-18.8,2.25491221,-0.290846386,0.034553894,0,0
7.041596235,5.9789,165.62,27.2277,0.176014752,-9.874220147,20.44,1.268813196,0.058701657,0.126336249,0.318756074,1
11.32696652,3.29,-4.72,-67.24,0.133246633,-0.483015653,32.45454545,1.280959737,-0.052936211,0.125430398,0.227250369,0
4.667130676,14.6553,8.54,-88.4485,0.119855588,-0.45339979,25.24866106,2.345775222,0.091166745,0.021827411,0.243654822,0
50.76456097,19.1095,100.95,-32.8818,0.579798415,5.417268588,24.59803922,3.386071174,-0.141900915,0.285785288,0.112326044,0
47.5239989,-6.1979,217.06,-41.2593,0.643500737,0.578115957,7.912568306,4.238818538,-0.238899364,0.588519313,0,0
18.02404533,-46.0549,128.13,-94.1048,-0.461734716,-0.194230492,27.61538462,2.722960162,-0.037779196,0.197899392,0.008844666,0
2.85,6.7152,-5.43,-13.5184,0.053637541,0.166255416,11.21666667,0.865226034,0.042410385,0.099137931,0.048029557,0
-85.96436213,7.6513,-4778.68,-1152.0232,-0.805763319,111.5282383,-2.175675676,1.927382397,-0.671253551,0.001007049,0,0
27.18920397,-25.8947,3.04,-148.1492,-0.028796913,-10.46150297,26.375,3.77776726,-0.56419537,0.421451104,0.270662461,1
32.25292259,216.6157,41.9,95.565,0.544777244,0.613810901,241.375,5.285159543,1.542701279,0.650966184,0.451690821,0
-11.87013772,-4.4961,-58.04,13.6983,0.122140911,6.260655739,64.11764706,1.39099688,-0.410021135,0.186536485,0.897225077,0
-22.17847184,100.4201,88.84,27.3963,-0.06890101,1.053277835,34.54545455,1.004169608,-0.101365151,0,0.419721218,0
12.11993146,191.2729,-152.78,172.1571,0.745045426,-0.807187817,-108.8888889,47.81670415,0.858969072,0.930176078,0,0
-39.07776891,-86.809,-1370.6,-6856.6183,-0.894617799,326.2178765,-7.276876268,1.36574205,0.260614934,0.155607751,0,0
-12.76115981,5.1688,-133.85,-305.2338,0.052258943,4.925907482,-150.25,2.379716962,-0.220829732,0.345363687,0,1
-8.995266181,-0.2506,-14.65,-106.1099,-0.182211452,-1.466081605,23.40740741,1.96319613,-0.195742712,0.247258772,0.161732456,1
38.28478908,-19.1718,-13.18,-492.6871,0.191579322,0.384661745,-31.26721763,2.204913482,-0.14231738,0.212469734,0,0
11.85408995,17.0064,49.81,-11.4832,0.21092018,0.243651837,10.13235294,1.810835504,0.033721512,0.293147862,0,1
-13.62050224,81.573,-3141.44,-11014.2005,-0.209356291,-77.57751531,-2.63913495,2.070165022,-0.295870848,0.268133175,0,0
6.23964753,-4.644,51.91,-101.1917,0.027682497,-2.514204808,49.3144208,3.366527918,0.486491511,0.391259105,0.173257024,1
56.18491892,3.4396,25.83,-35.3905,1.365894809,0.996226545,34.79091995,2.788182613,0.336188437,0.620922385,0.350393701,1
-39.07399427,13.1222,-418.66,-73.6337,-0.490925374,-6.913660238,-60.20328382,3.086336429,0.685252736,0.265010352,0,1
-15.4353146,3.3296,28.9,34.2466,0.003583892,1.112781681,45.57627119,9.954860386,0.315879618,0.546310832,0.49241235,0
-0.477488006,11.4345,23.39,-89.3298,0.00152955,-1.049023852,40.11111111,1.507626275,-0.133699006,0.024746193,0.314086294,0
19.88873815,3.0549,49.05,10.4759,0.190681047,0.543476875,63.53846154,5.703592803,-0.306581598,0.416370107,0.255634638,0
5.14282153,163.5086,102.45,586.4242,0.34821605,-1.108853646,552.5,1.654052284,-0.255343046,0.003293085,0.629527991,0
-2.452466636,79.203,6.95,71.3886,0.795281381,1.059184539,41.88,2.998422454,0.72136538,0.199679658,0.451147891,0
-59.60631252,15.1793,-441.42,-9.7324,-0.822742857,-1.287998363,-17.375,1.007834305,-0.210583251,0,0,0
30.44782312,6.4974,41.66,-93.6941,0.328069761,-0.943787351,16.93069307,2.007619823,-0.130368098,0.140961857,0,0
-17.76773595,28.9918,79.34,-1882.6605,-0.057445121,-0.821057374,-14.75,0.825216999,-0.276144109,0.002425713,0,0
-3.15219892,11.3766,3.31,118.62,-0.12078565,0.740060774,17.7721519,2.061155441,0.099601594,0.0059988,0.01139772,1
40.85317477,5.7989,83.07,-33.8168,1.1980746,1.17522505,27.11598746,1.486072635,0.07529746,0.025136612,0,0
-7.980619191,43.7229,-2.11,61.624,0.238194743,1.93767973,33.81074169,1.809318555,0.466406085,0.396495071,0.423329682,0
5.125751602,12.0192,18.16,26.4294,0.095635976,0.339572829,24.48809524,7.800184469,0.815381383,0.688914027,0.30260181,0
-14.68547992,-1.2125,-10.09,24.3482,0.220514542,1.007235476,53.84615385,2.698045316,-0.030598787,0.085284281,0.327201784,1
-40.62349276,-23.0955,-974.17,-29664.5952,-0.67228633,-19.04685592,-2.103658537,1.00410872,-0.177825692,0.201388889,0,1
-44.16417063,-116.2218,-400.64,-3509.6065,-0.497496774,-7.152801992,-3.605633803,1.012783989,-0.25732179,0,0,1
-2.907335617,51.2391,0.51,128.7428,0.045411774,0.147442638,14.7804878,1.663323835,0.144939271,0.028969359,0.001671309,0
-0.32043928,-15.5075,-19.53,-37.9559,-0.004418469,-0.222588957,63.36007405,12.09245539,0.012716641,0.863075196,0.799102132,1
-38.43942914,5.0956,-200.38,35.4778,-0.404352062,-2.459968504,-86,1.671209751,-0.146905999,0,0,0
-22.27240825,4.5081,-316.29,-220.7742,0.03519749,-1.59740669,-33.23076923,3.549421899,-0.252163878,0.468122786,0,0
-12.71246436,-4.009,107.79,-149.9493,-0.082086922,-0.959133863,87.16666667,1.36538763,-0.224419179,0.106683805,0.944730077,1
15.7310001,-1.9982,-2.2,-28.1955,0.160093277,-0.07425557,16.48648649,2.409078159,-0.391391106,0.175635719,0.013601419,0
25.22172059,10.9412,32,-27.2725,0.225468255,0.314866829,35.72149344,5.636712669,0.449405342,0.456271577,0.038550058,0
-28.21399232,-38.1402,-2596.35,-2781.7023,-0.473718955,17.67706089,-4.611650485,1.941920832,-0.20288639,0.153333333,0,0
-19.22102697,99.447,-386.79,-1863.6009,-0.054799367,-20.88689395,-8.041666667,1.928456995,-0.261210354,0,0,1
15.92335122,35.0069,938.32,-78.4124,0.061549618,-1.910147545,49.69532837,4.223814771,0.429207232,0.60559191,0.142772159,1
44.56684278,0.1406,62.73,-56.4842,0.773735793,0.237615887,27.18543995,5.195152046,0.689476028,0.936452514,0.467178771,1
47.97859432,1.4024,37.49,-53.984,0.636909453,1.850008796,56.75510204,10.70803747,1.57164474,0.968992248,0.847780127,1
49.53393996,29.0772,3165.21,-92.9861,0.800677401,-1.196712041,178.4137931,16.6910167,0.207253544,0.975766215,0.917320029,0
-9.273596396,71.9329,172.34,1121.194,0.609093112,-4.391887297,15.65116279,3.145616144,0.074181044,0.115133961,0.071687183,0
7.128619156,19.0782,-13.38,-47.8418,0.276609963,-0.51981499,23.265625,1.479851804,0.080999793,0,0.187589158,0
30.5484574,-2.184,175.94,673.7387,0.322182025,-1.44198755,0,0,-1,0,0,1
8.832278895,3.6932,-33.58,-25.9275,0.038859504,2.855070793,116.3461538,4.739540338,0.326413428,0.307287754,0.478587528,1
14.03218221,44.4748,16.9,71.0924,0.111551546,0.00305773,23.48541511,2.786447244,0.457344924,0.356959863,0.100768574,1
20.77652266,6.4709,30.81,-1.0444,0.212868565,0.550742365,31.26132,4.455494514,0.95148525,0.5252443,0.444625407,1
-31.3125735,50.1076,-74.48,989.4596,-0.149475424,-0.598606714,72.45454545,3.161720934,0.471364932,0.302642796,0.89087809,0
11.30302969,-9.6736,-15.37,-75.6866,0.169371604,-0.34350162,35,3.523094123,0.181672026,0.208782104,0.183098592,0
-13.13847664,6.8538,-55.47,-13.0578,0.000281301,0.204820677,87.78947368,2.202698325,-0.219727346,0.174273859,0.760165975,0
54.90829526,-15.5131,19.92,-82.4535,-0.031842864,-0.658123994,12.25714286,2.024377047,-0.251951287,0.173764906,0,0
33.2873416,-19.7407,34.73,-54.8505,0.132059567,-0.028824283,16.51388889,1.611845273,0.095708268,0.149665552,0.308528428,0
-20.80620525,107.107,3.37,235.7952,0.02888737,0.393382009,14.14,2.596590384,0.018277837,0.108153078,0.001663894,0
9.509241439,48.5889,24.44,189.0655,0.451271116,4.408678831,83.19233839,5.136706782,2.13257012,0.272811918,0.588454376,1
17.54417201,20.4862,167.56,40.0038,0.310327525,-1.715900549,136.6,4.173754253,0.195897778,0.140444444,0.705777778,0
-19.82968496,0.2221,-41.17,1103.9182,-0.26968672,-0.415295366,32,1.550219097,-0.190877541,0.051612903,0.312442396,0
8.946262312,-16.1754,47.21,-34.6206,0.2245154,0.707039663,16.65,0.9949071,-0.022846363,0.144725371,0,0
-8.3877377,22.7266,-38.63,-184.3876,0.21205752,0.961753212,60.04545455,1.572660465,0.125167309,0.121085595,0.917536534,1
-15.02641024,-43.6409,-677.9,-2335.3657,0.461832369,17.86626645,-11.48900169,1.680756311,-0.010547498,0.189473684,0,0
-7.724735827,40.3294,151.12,144.8287,0.029902305,-1.386382936,271.1864407,5.037310531,-0.183951037,0.152838428,0.844541485,1
-2.033757835,89.8326,23.03,324.8142,0.434640413,3.096071325,53.6,1.985300365,-0.160858823,0,0.174354244,0
13.86649887,8.2281,-74.48,152.8465,-0.000694283,7.458164673,333.5365854,2.465351384,0.027367856,0.025304592,0.837863168,1
-16.28685032,-11.7733,-7.6,-3.5292,0.087463742,0.24417269,18.73076923,4.479598553,-0.161033634,0.14732965,0.095764273,0
1.297584353,-4.7473,-24.91,-95.6823,0.102414356,-1.221899719,76.19444444,5.415523655,2.426914153,0.843558282,0.843558282,1
40.32621756,8.8979,27.43,9.06,0.451261074,0.201160864,16.35248694,2.102048415,-0.354590857,0.062007874,0,1
332.3101943,6660.3623,183.26,2378.2887,0.463687948,0.045381609,15.52777778,1.867473594,0.052777902,0,0,0
112.0131767,-12.0315,103.46,-188.0341,0.4475371,-0.698962091,771.4285714,2.378025432,0.589687329,0.263915547,0.653550864,0
9.264443902,43.5494,-16868.85,-1353.5768,0.059193908,-8.340536558,-1.379644588,-2.361097445,0.095139228,0,0,0
11.54774325,-10.6376,-24,-44.029,-0.009585818,-0.513690217,74.07142857,2.064768474,-0.158961882,0,0.296431839,0
41.66095928,5.2906,84.54,-48.6981,-0.071295621,-0.539632288,9.94795539,2.34325668,-0.393387234,0,0,1
-15.85309563,-96.7427,-627.72,-2343.9441,-1.699174016,4.562623933,-1.577586207,6.598180047,-0.027580972,0.876299376,0,1
1.166564472,-0.7506,-137.57,-447.2473,0.117574119,-6.116271592,-67.98959011,3.338674663,-0.469427722,0,0,1
14.33222437,55.0161,51.02,822.7064,0.12214037,0.358547668,77.5862069,2.229454484,0.093512693,0,0.713414634,0
-13.05530106,-31.9009,-34.76,-48.232,-0.277940441,-0.558580979,16.29032258,1.098884977,-0.028045092,0,0.296193129,1
13.49516704,249.1996,15.55,218.0261,0.257841083,0.268680082,37.28813559,5.528526026,0.141928641,0.136219641,0.029567054,0
36.54966004,5.4648,360.59,-11.5231,0.568956532,10.52226919,28.76190476,4.392867903,0.034963894,0.624860022,0,1
15.3602696,7.2632,824.38,-78.9968,0.100448228,-1.189501977,27.39316239,4.185811651,0.289738431,0,0,0
6.321824325,49.1593,0.73,-136.8796,0.484769847,-0.719474072,70.84615385,2.031531837,-0.097648596,0.25385406,0.807810894,0
-7.098693686,32.2811,134.52,478.0592,0.088934202,-1.157630696,304.1322314,5.882942405,0.205917234,0.649947753,0.690700104,0
6.938958787,0.8124,-31.02,-140.4298,0.178125211,-1.468306731,41.33333333,1.316136362,-0.091543399,0.001216545,0.513381995,0
3.480622657,-1.431,4.55,-33.3776,0.063681075,-0.078286395,10.54054054,1.294793181,-0.052741152,0,0,1
-24.72695328,15.8182,-212.04,-512.3396,-0.190888543,0.138610218,-72.05555556,1.74936452,-0.051768556,0.004385965,0,0
15.75128948,53.1598,-36.86,24.2632,0.545222311,-0.293028643,21.21428571,1.47680737,-0.026381517,0,0.395628415,0
28.199088,15.3955,86.01,16.5696,0.319809099,0.855884874,65.92913386,13.50267328,1.799108529,1,0.99,1
-7.846297115,-29.5589,181.6,-74.1047,0.022213939,-1.136969975,72.33333333,2.544623411,-0.428405039,0.008879023,0.74472808,0
-12.30979204,-30.7428,-60.48,-157.0251,-0.295238123,1.556935894,66.66666667,1.615808274,-0.724145178,0,0.125925926,0
50.34712738,39.8397,52.18,47.7477,0.478112938,0.631336896,38.30357143,5.766028747,0.279396728,0.559343434,0,1
1.253789654,5.2255,4.09,-20.9786,0.255292093,-0.096038182,30.90804598,5.003121221,0.429088424,0.520286396,0.176610979,0
-21.98898496,-13.2961,-357.8,-6438.0014,-0.258336403,4.270584649,-82.25,4.370983798,0.351525822,0.526442308,0,1
15.44519625,28.0948,10.59,11.8579,0.19447191,0.113915553,15.12857143,1.672378126,-0.464391513,0.001305483,0,0
17.61640063,-3.6064,60.02,-32.9421,0.19617384,0.541815691,41.15555556,9.272090813,2.290228802,0.894472362,0.363065327,1
35.55702317,49.1803,31.27,46.5695,0.615755967,1.165092208,86.19402985,9.300111585,1.273784809,0.636752137,0.564102564,0
17.17698954,-4.3038,-16.24,-37.946,0.131592181,-0.517516321,23.82,2.595445083,-0.299647177,0,0.141558442,1
4.503558869,217.8539,25.11,-175.3081,0.273142774,-0.106278815,-47.35294118,5.950003833,-0.138686503,0.765578635,0,0
-18.0234922,6.8092,-3.47,48.7628,-0.185911328,0.377881839,14.5631068,2.021430688,0.284194219,0.044,0.258666667,1
28.03691861,30.5947,30.37,13.2474,0.48688995,0.152219671,92.37096774,11.58139506,0.555308121,0.930013459,0.958277254,1
14.86571372,5.7745,4.35,-54.4462,0.418667708,0.196304704,16.02702703,1.278675221,-0.417485265,0,0,0
-5.086335668,30.4112,27.55,-112.806,0.203574488,-1.515715663,34.86206897,2.164600208,-0.013979194,0.112188366,0.66066482,0
11.35520489,60.0108,625.85,164.5452,0.368050252,40.32751821,49.46341463,4.285377505,0.105865857,0.638297872,0.404255319,1
23.25276662,14.742,125.83,-64.628,0.140774933,5.935987643,23.30769231,2.825075238,0.1133752,0,0,0
8.922438582,28.8948,10.08,514.894,-0.032901237,0.105039645,41.27272727,2.534048486,-0.144549125,0,0.082417582,1
71.89710454,128.9267,816.34,-44.0132,0.684243161,3.243014007,46.58571429,4.937274053,0.226752414,0.570247934,0.053719008,0
19.74694521,43.6935,7.2,41.042,0.260506177,0.062297706,24.2730524,3.431723621,0.375878785,0.24757953,0.597510373,1
26.17392266,7.3989,22.68,-19.8555,0.453350743,0.575240934,26.83157895,5.676897234,0.35594514,0.991643454,0.1545961,0
23.9527632,7.2964,126.21,-79.3439,0.41989023,0.354772994,30.06060606,2.898897637,-0.007432819,0.234965035,0,1
27.34793516,63.1473,13.48,27.9983,0.30995921,0.017583727,33.29824561,4.356043286,-0.532100722,0.396551724,0.123824451,0
61.66791924,8.1248,414.51,-61.4074,0.503576319,0.912676073,8.056872038,3.794769474,-0.208966396,0.007204611,0,0
14.67184658,26.8652,2.62,183.1782,0.165283738,0.054122409,32.93548387,2.763760763,-0.331014041,0.057991513,0.359264498,1
-12.7975727,-14.5621,-37.68,-19.1846,-0.320401947,-0.795656038,70.66666667,3.149001727,0.024964838,0.087643678,0.752873563,0
71.09673363,5.5512,133.37,-1.5139,0.467711714,1.337116299,20.32258065,2.489399834,0.212834225,0,0.045977011,0
11.5481287,-21.1178,28.52,10.0341,0.077107741,1.33617395,17.6875,1.952700282,-0.106618062,0,0,0
-5.145105863,0.6103,11.6,-1.2036,0.013861435,0.452645708,42.15453899,5.816395676,0.665522085,0.571669477,0.077571669,0
28.43489936,-3.0982,-159.38,-1325.8118,0.111660532,-95.40701942,-51.04091888,2.252522398,0.007489879,0.493273543,0,1
-20.53172279,38.1704,-26.49,95.8816,-0.183521451,-0.291086342,73.88888889,3.440074396,0.159931891,0.149405772,0.949066214,0
30.89258407,1.4215,-17.91,-46.9269,0.332156499,0.072532807,29.47272727,3.347107604,-0.372018374,0.408736349,0.589703588,1
9.772779674,2.537,10.22,-60.9897,0.252720883,-0.045768669,23.97826087,2.652610041,-0.225589676,0,0,1
3.839300885,12.6667,-21.37,73.7506,-0.081166128,-0.858416077,771,10.76597693,3.379501572,0.732394366,0.732394366,1
15.37918439,14.8984,81.85,-50.9125,0.225019895,7.942053991,21.37735849,1.833210914,-0.12096475,0,0,0
1.443666844,6.7372,-24.15,-100.3924,-0.1934297,-1.001334385,44.96428571,2.557263101,-0.229862366,0.048895899,0.738170347,1
-2.994117802,1.3955,9.41,-36.8169,0.019355916,0.14608739,19.4,1.70648393,-0.457784475,0,0,0
31.3259175,8.571,127.94,174.243,0.442365771,1.33557914,53.46478873,2.582161126,-0.44112865,0.017857143,0.24512987,0
15.75928233,2.7081,-18.58,19.1968,0.395812288,0.48516524,42.41176471,3.270227153,-0.059565217,0,0.039151713,1
26.64647561,12.2287,42.03,-8.0308,0.111241387,0.383862358,32.22666667,6.449456391,-0.225367804,0.681372549,0.017973856,0
10.11548819,48.3759,11.12,59.7071,0.032894401,0.120860885,38.75606228,4.601042118,-0.3329777,0.734982332,0.80565371,0
20.15474922,69.3035,12.21,874.1161,0.394050248,0.671314907,132.1877065,6.34416837,-0.067247046,0.198333333,0.736666667,1
-16.82667358,-5.0363,-31.56,-38.5368,-0.036182374,-0.08718968,20.32025259,2.003138276,-0.150036448,0,0.243567753,1
43.98279128,26.8455,173.81,-14.6253,0.694496385,0.543331706,72.57142857,3.070288255,-0.232650478,0.569176883,0.819614711,1
16.75001885,8.3354,11.56,-37.3556,0.454175187,0.079444823,30.45428241,4.192586882,-0.060567421,0.188172043,0,0
3.484485852,3826.0705,-39.59,102.9143,0.037051968,-0.895930415,66.92857143,3.17382763,-0.090753662,0.163873371,0.815642458,0
12.47924569,3.0351,33.76,-53.7208,0.148129738,-0.439243092,26.20454545,2.66220588,0.00314397,0,0.14,1
101.4297895,-2.1493,310,-72.696,0.341974826,-3.431973914,19.94339623,2.760819003,-0.292909021,0.089908257,0,0
-36.30618379,9.7634,-83.45,220.3979,-0.209189436,-0.728854112,183.3333333,2.942577267,0.405565471,0.672284644,0.876404494,1
26.20993346,9.1377,30.12,9.1831,0.232219462,0.449200437,40.92715232,11.81527692,-0.18199352,0.612359551,0.342696629,1
20.56159642,19.3721,-83.9,3664.9111,0.346493951,-0.428496142,526.5700483,2.151671007,-0.436220783,0,0.888045541,0
327.2154726,38.4268,995.46,-44.5671,3.376082625,0.032358653,43.55172414,2.934313233,-0.044793565,0,0.137667304,1
-71.50752843,142.1416,-574.61,-7.973,-0.272210493,-58.66702733,-6.962686567,2.412339139,-0.297212956,0.481835564,0,1
-0.265291899,38.5634,143.04,144.6744,0.326870063,11.64160295,75.07692308,3.865767603,1.359206538,0.893129771,0.463740458,0
4.798977051,4.9182,-29.79,-23.6104,0.195065897,-0.236885473,40.11432414,4.358714564,-0.358782729,0,0,1
15.24253561,77.526,-17.69,102.3179,0.183936768,-0.248311892,37.01749514,3.427963967,0.087529138,0.017408124,0.234042553,0
5.482398359,15.283,-16.04,37.665,0.11885807,-0.124447165,19.62937063,2.790380622,-0.41976507,0,0,1
45.83863875,-12.7925,316.48,34.8101,0.001962211,-1.484811122,32.77163419,3.768066923,-0.169008711,0,0,0
40.19007882,3.7788,11.83,-61.1742,0.367586574,-0.256727547,34.45544554,3.104459626,-0.412710148,0.004132231,0.006198347,0
27.85935677,-1.3451,30.89,15.6934,0.354399698,0.454784898,28.58571429,4.709903668,0.741153559,0.981132075,0.962264151,0
27.38902664,46.9864,77.36,125.1462,0.396063464,0.337423337,97.65957447,10.88097213,1.680142919,0.991525424,0.991525424,1
22.02050724,12.5832,55.36,-19.5323,0.229943374,0.346826002,24.32222222,2.340369635,0.241130731,0.167728238,0,0
-7.888580348,-2.9237,14.27,-27.4524,-0.136519285,0.231501864,22.83783784,3.026201617,-0.024437175,0.012903226,0.002150538,0
18.93,-4.534,32.75,-36.0148,0.110692017,0.222361672,13.63888889,1.208980469,-0.048712981,0.004504505,0,1
29.53757886,-3.1999,14.47,-29.7575,0.1337635,-0.105605822,28.13157895,2.816564112,-0.346843177,0,0,0
-12.5616241,4.6064,22.03,170.6112,0.021366793,2.242210316,23.578125,3.884418186,0.168818235,0.448837209,0,1
74.57053686,-5.9073,56.19,-11.8717,0.999494127,1.360149492,34.09803922,3.855023889,0.133743131,0.548387097,0,0
33.65402582,15.84,33.94,3.421,0.444696514,0.961269313,30.77777778,3.940506261,-0.363903115,0,0,0
5.708683764,236.0093,-8.98,820.531,0.122396407,-0.104687634,43.67438999,3.290448506,-0.309210526,0,0.016447368,0
12.1613007,68.4844,-2.84,149.0013,0.335043268,0.196486038,26.46341463,3.489979577,-0.145005824,0.276450512,0.440273038,0
76.16,13.4445,51.35,-29.0096,0.612796594,0.396436083,22.22916667,1.831925262,-0.110162424,0.007380074,0,0
9.906298232,-19.9492,13.41,-80.8771,-0.111033785,-0.339274158,16.93150685,2.782591579,-0.02167276,0,0,0
18.91959387,-0.4636,11.18,-21.0099,0.439052279,0.317084339,54.65625,5.838175338,0.480590156,0.019230769,0.711538462,1
10.03601496,41.3601,-36.66,19.7987,0.270277067,-0.541655582,50.18181818,3.30853601,0.017240673,0,0.679802956,1
58.54815206,42.5909,27.24,-10.1979,0.887205045,0.358611367,22.80800996,3.078023815,0.207392197,0,0,0
9.372829435,28.0045,4.86,50.0096,-0.010927236,0.012539484,24.31914894,3.281011597,-0.231042768,0,0,0
3.835835507,-7.3439,6.18,-44.1736,0.094032294,-0.377710057,26.98076923,2.755842624,-0.437009153,0,0,1
5.80717824,12.5136,-3.26,-23.1165,0.174069433,0.035494164,32.21311475,3.321126781,-0.315524077,0,0,1
-17.32388176,-6.6341,-74,-72.9498,0.059718319,-0.649205365,60.85714286,1.669951435,-0.612257282,0,0,0
7.606918703,-32.425,12.02,-58.3609,0.127003017,-0.006585966,27.34722222,3.198418572,-0.217008464,0,0,0
9.649671882,23.9346,4.77,-50.8336,0.165730434,0.040720467,8.037735849,0.881987578,-0.029296875,0,0,1
-19.02424899,5.7478,-12.57,-19.019,-0.142927591,-0.17984198,25.42105263,2.047250862,-0.548738711,0,0,1
-48.30458621,4.4674,-80.19,-47.8327,-0.190839553,-0.513191897,60.21428571,1.530325158,-0.351965737,0,0,0
15.16856354,18.8343,6.85,1.5935,0.143003617,0.233267255,28.68600205,2.668951819,-0.083159463,0,0,1
-24.07405487,23.6117,-79.91,145.294,-0.224588489,-0.598014063,139.4444444,2.298501644,-0.378786093,0,0,1
2.896412176,35.2455,20.61,105.9111,-0.008119671,0.188259611,30.625,4.650903305,-0.578879709,0,0,0
23.8154291,-12.424,3.04,6.1752,0.164173613,0.279369067,34.125,2.810080132,-0.151097855,0,0,0
12.38310155,65.3548,10.89,86.9778,0.265190564,0.273832188,23.41025641,2.808336963,-0.288716588,0,0,0
66.79573866,-54.6863,126.86,-84.465,0.759256534,0.95274285,36.89516129,9.424316017,-0.195499992,0,0,0
-4.214285788,9.3006,-35.27,-31.9495,0.046585868,-0.575605236,39.15254237,3.056911504,-0.346164733,0,0,0
-21.00839591,50.7248,-14.27,320.7564,-0.137491569,0.161342396,80.16260163,7.628822066,0.122258175,0,0,0
19.02323126,0.6501,34.93,6.3788,0.134785283,0.485351814,21.87379017,3.926888108,-0.145852504,0,0,0
42.69224409,-3.544,63.55,-38.871,0.433306434,-0.151033316,46.81111111,8.051172919,0.763369116,0,0,0
2.761864455,-16.8661,32.38,-20.1388,-0.025985606,0.24304536,20.82317073,3.997622074,-0.160768701,0,0,1
1.596948303,-11.55,-12.78,-10.2899,-0.059246011,-0.530560247,29.5,3.806043442,-0.426111648,0,0,0
15.9499075,12.513,1.02,-53.7617,0.166497532,0.1801302,14.65608466,1.468209779,-0.029846201,0,0,0
102.3237164,39.0251,123.82,20.9392,0.920512993,-1.122685781,24.87562189,2.247553188,-0.15109594,0.212710765,0.168179853,1
6.688086226,34.0989,298.05,-41.7928,0.101003733,-1.133933865,22.74285714,2.99223538,0.059823887,0.416594266,0.019982624,0
-11.16728976,-30.944,107.13,-925.4564,0.186112892,-0.95140921,193.9393939,5.365923346,0.925501433,0.662216288,0.764574989,0
-0.648891124,24.6602,188.4,-56.1725,-0.000937249,-1.452230351,65.38461538,8.185374114,0.14654591,0.621126146,0.643387167,1
12.07747928,20.7589,21.25,-12.8917,0.24415545,0.544496209,90.81221198,14.02184126,0.940648905,0.99143102,0.981576692,1
27.29666963,30.4274,8.54,21.0854,0.538395719,0.943215044,90,10.52433808,0.287298441,0.93164557,0.813924051,1
19.24210212,-23.9604,25.01,-79.5645,0.482136845,0.200864282,166.9345308,29.54194922,0.741329921,0.9916978,0.9916978,1
1.003301399,-20.3757,-48.98,-79.4062,-0.036499923,-0.919003576,25.05555556,2.771684847,-0.074397127,0.023921401,0.015805211,1
2.821705719,73.3094,5.11,65.4681,0.061328818,0.844154415,34.125,1.546508688,-0.182479323,0.043034605,0.103815439,1
-6.840198474,144.6558,-23.68,139.5523,0.071225268,0.10986268,43.41666667,2.769884859,0.076059626,0.078496868,0.089770355,0
-73.84602315,-52.7937,99.53,59.356,-0.47692802,-0.993475406,0,0,-1,0,0,1
-24.13550843,34.8774,29.79,-30316.9937,-0.101129652,-0.484953759,-9.42318675,4.375425637,-0.365268364,0.534491315,0,1
-33.14159633,-49.8194,73.65,-663.6355,-0.373424974,-0.782853148,-9.447368421,3.24760087,-0.125929934,0.337505588,0,0
554.7216266,16753.7297,57.86,55.8724,20.55968098,-0.86381414,-37.50786658,81.82219859,0.115582592,0.997821351,0,0
59.84825183,34.2548,524.48,-144.1123,0.804516813,-15.57002184,19.96226415,3.267953308,-0.027913896,0.476361999,0,1
0.601832082,5.759,-613.56,-711.1418,0.431410723,-3.890604961,-17.4,3.369808,0.385315304,0.3976234,0,1
9.574650368,29.2016,30.78,78.8251,0.25023237,1.567432591,52.41971958,4.84069389,0.524808921,0.681190682,0.214408973,0
4.793545948,20.9819,8.34,-2.5602,0.085774845,0.758748501,44.5,3.552640435,0.635610905,0.795614035,0.525877193,0
-21.276502,-38.4873,-1486.34,-6237.3598,-0.678986855,-108.9723499,-0.252440009,0.714665391,-0.782553729,0,0,1
-36.01183118,51.1162,-57.72,-98.6617,-0.268342248,-0.990972751,41.37931034,1.703897317,-0.25006377,0.001667361,0.784493539,0
61.70533458,46.2425,39.32,-4.9043,0.184188115,0.740696081,40.7,1.409784966,0.370150689,0.305990783,0.488018433,0
15.09422623,-6.4623,37.94,-68.472,0.069429576,0.968168934,25.26296365,3.036125619,0.008276926,0.551826678,0.144435004,1
24.85447258,33.9943,-1.67,84.8192,0.400960572,-0.28492549,40.78275666,2.709637155,-0.094539894,0.478973928,0.045836838,0
