YSTZ	YSHZ	SJLTZ	SJLHZ	第四季度营收变化	第四季度利润变化	市盈率	市净率	股价变动	市净率百分位	市盈率百分位	净现比	WEIGHTAVG_ROE	XSMLL	label
11.3694875	369.3141	-20.21	1277.9601	0.687041923	1.101411641	18.82966396	0.95399502	-0.070163488	0.039215686	0.035878181	6.318560326	5.17	37.62472621	1
-23.04986875	58.8956	-784.98	-666.7056	0.35589444	-10.77157814	-15.10373444	3.822038605	-0.117789627	0.484638685	0	0.408432955	-22.43	-19.60653495	0
20.78631363	72.6089	64.15	9.9777	0.28496599	0.392623569	134.1705221	23.08632873	5.655841621	1	0.829888028	1.932707729	18.63	78.87043453	0
21.78207652	23.7036	82.25	1.603	0.52574781	0.636284792	48.34482759	3.714941286	0.338230412	0.976272649	0.100517688	5.4905193	7.94	10.9537596	1
-7.498997086	2752.7215	29.33	140.4061	0.436566245	-1.249785692	-45.34246575	0.893293162	0.902298851	0.159768212	0	-3.294020529	-1.95	22.59073333	0
-3.374361568	18.6706	-52.22	42.9573	0.23545123	-0.580955572	25.3285968	1.904207959	0.658577848	0.663088357	0.564409579	2.808027408	7.3	15.81254252	1
0.555423472	156.6856	224.8	689.7497	0.958387673	4.925101466	61.07594937	6.92224405	0.712052943	0.464102564	0.006153846	-0.391874852	11.86	16.89500042	0
-17.50250067	25.2402	-7.03	36.1359	-0.005867498	0.293525902	16.975	3.320126112	-0.024558763	0	0	0.879189156	20.9	50.12531867	0
-38.49225171	125.5837	-626.08	72.5591	-0.214849877	1.544456714	-46.73913043	1.848742992	-0.043499753	0.278577858	0	1.663200057	-3.75	5.949868608	0
4.155946611	-61.3468	-81.02	286.8217	-0.395800376	-0.869093599	148.9130435	6.179561313	0.55990099	0.41954262	0.410810811	11.11566515	4.26	5.421339336	0
14.3719589	26.4647	14.67	46.5925	0.139194263	0.113352845	55.55339428	12.93477236	1.239205511	1	0.991554054	0.736560871	24.94	74.15965158	1
8.883834511	11.2979	36.75	110.6187	0.332604184	4.730258369	33.0625	2.241228583	-0.013410302	0.35755814	0.032807309	0.990896029	6.78	16.05003992	0
